"id","age","sex","y"
"2586","77","2","1"
"2587","33","2","1"
"2588","33","2","1"
"2589","44","1","0"
"2590","40","1","0"
"2591","47","1","1"
"2592","36","1","0"
"2593","79","1","1"
"2594","27","2","0"
"2595","54","1","1"
"2596","49","1","0"
"2597","64","2","1"
"2598","32","1","1"
"2599","66","1","0"
"2600","36","2","0"
"2601","77","2","1"
"2602","80","1","1"
"2603","29","2","1"
"2604","61","2","1"
"2605","23","2","0"
"2606","26","2","0"
"2607","41","2","1"
"2608","48","1","0"
"2609","35","1","0"
"2610","70","2","1"
"2611","45","2","1"
"2612","56","1","1"
"2613","63","2","1"
"2614","68","1","1"
"2615","69","1","0"
"2616","62","2","1"
"2617","24","2","1"
"2618","30","2","0"
"2619","58","2","1"
"2620","62","2","1"
"2621","55","2","1"
"2622","69","2","1"
"2623","41","1","0"
"2624","34","1","0"
"2625","29","1","1"
"2626","78","1","0"
"2627","48","2","0"
"2628","45","2","1"
"2629","59","1","1"
"2630","22","1","0"
"2631","31","1","0"
"2632","65","2","0"
"2633","37","1","0"
"2634","26","2","0"
"2635","57","1","0"
"2636","70","2","1"
"2637","38","1","1"
"2638","77","2","1"
"2639","73","1","1"
"2640","55","1","1"
"2641","34","1","0"
"2642","45","2","0"
"2643","41","2","1"
"2644","49","1","0"
"2645","41","1","0"
"2646","39","1","0"
"2647","51","2","1"
"2648","58","2","1"
"2649","55","1","1"
"2650","21","2","1"
"2651","39","2","0"
"2652","51","1","0"
"2653","58","2","1"
"2654","56","1","0"
"2655","27","2","0"
"2656","62","2","1"
"2657","31","1","0"
"2658","69","2","1"
"2659","51","1","1"
"2660","29","2","0"
"2661","29","2","0"
"2662","35","2","1"
"2663","69","1","0"
"2664","43","1","0"
"2665","44","1","0"
"2666","71","2","1"
"2667","23","2","1"
"2668","59","2","1"
"2669","28","2","0"
"2670","61","2","1"
"2671","22","1","0"
"2672","22","2","1"
"2673","25","2","0"
"2674","39","1","1"
"2675","41","1","0"
"2676","64","1","0"
"2677","61","1","1"
"2678","32","2","1"
"2679","74","1","1"
"2680","76","1","0"
"2681","78","1","0"
"2682","25","2","1"
"2683","45","1","1"
"2684","70","2","1"
"2685","76","1","1"
"2686","33","2","1"
"2687","34","1","1"
"2688","49","1","0"
"2689","65","2","1"
"2690","37","2","1"
"2691","30","2","1"
"2692","75","2","1"
"2693","27","1","0"
"2694","65","1","1"
"2695","49","1","1"
"2696","29","1","1"
"2697","34","2","0"
"2698","64","1","1"
"2699","79","1","1"
"2700","63","1","1"
"2701","58","1","0"
"2702","78","2","1"
"2703","80","1","1"
"2704","25","2","1"
"2705","40","1","0"
"2706","48","2","1"
"2707","37","2","0"
"2708","22","2","0"
"2709","35","2","1"
"2710","30","2","0"
"2711","23","1","1"
"2712","63","1","0"
"2713","49","2","0"
"2714","36","1","0"
"2715","72","2","1"
"2716","51","2","1"
"2717","80","1","1"
"2718","46","2","1"
"2719","30","1","0"
"2720","50","1","0"
"2721","23","1","1"
"2722","59","1","1"
"2723","28","2","1"
"2724","59","1","0"
"2725","75","1","0"
"2726","57","2","1"
"2727","39","1","0"
"2728","63","1","0"
"2729","58","2","1"
"2730","21","2","0"
"2731","29","1","1"
"2732","60","2","1"
"2733","75","2","1"
"2734","56","2","1"
"2735","32","1","0"
"2736","30","1","0"
"2737","36","1","0"
"2738","67","1","1"
"2739","29","2","0"
"2740","43","2","0"
"2741","48","2","1"
"2742","31","2","0"
"2743","50","1","0"
"2744","74","2","0"
"2745","24","2","1"
"2746","54","1","1"
"2747","59","2","1"
"2748","53","1","1"
"2749","68","2","1"
"2750","43","1","0"
"2751","47","1","0"
"2752","27","2","1"
"2753","33","2","1"
"2754","61","1","0"
"2755","69","1","1"
"2756","80","2","1"
"2757","54","1","1"
"2758","70","1","1"
"2759","48","1","0"
"2760","70","1","0"
"2761","64","1","1"
"2762","31","1","1"
"2763","62","2","1"
"2764","75","1","1"
"2765","50","1","1"
"2766","63","2","1"
"2767","27","1","1"
"2768","43","1","0"
"2769","54","1","1"
"2770","61","2","1"
"2771","64","2","1"
"2772","55","2","1"
"2773","65","1","0"
"2774","78","1","1"
"2775","55","1","0"
"2776","78","1","1"
"2777","28","1","0"
"2778","61","1","1"
"2779","24","2","1"
"2780","32","1","1"
"2781","68","2","1"
"2782","45","1","0"
"2783","58","1","0"
"2784","76","2","1"
"2785","67","1","1"
"2786","29","2","1"
"2787","40","1","0"
"2788","35","2","1"
"2789","31","1","1"
"2790","32","1","0"
"2791","44","2","1"
"2792","44","1","0"
"2793","68","2","1"
"2794","69","2","0"
"2795","60","2","1"
"2796","73","2","1"
"2797","44","2","1"
"2798","41","2","1"
"2799","50","1","0"
"2800","48","1","0"
"2801","67","2","1"
"2802","53","1","1"
"2803","42","1","0"
"2804","32","2","1"
"2805","69","2","1"
"2806","53","1","0"
"2807","36","1","0"
"2808","60","1","1"
"2809","52","1","0"
"2810","62","2","1"
"2811","70","2","1"
"2812","27","2","0"
"2813","21","2","0"
"2814","63","1","1"
"2815","52","1","1"
"2816","51","2","1"
"2817","78","2","0"
"2818","39","1","0"
"2819","57","1","1"
"2820","28","1","0"
"2821","66","1","0"
"2822","51","2","1"
"2823","33","1","0"
"2824","51","2","1"
"2825","77","1","1"
"2826","34","1","0"
"2827","35","1","0"
"2828","51","1","0"
"2829","72","1","0"
"2830","67","2","1"
"2831","40","1","0"
"2832","37","2","0"
"2833","43","2","0"
"2834","26","2","0"
"2835","40","1","0"
"2836","39","2","0"
"2837","54","1","1"
"2838","73","1","1"
"2839","66","1","1"
"2840","30","2","0"
"2841","51","2","1"
"2842","23","1","0"
"2843","60","2","1"
"2844","33","1","0"
"2845","24","1","0"
"2846","57","1","1"
"2847","73","2","1"
"2848","56","1","1"
"2849","38","2","0"
"2850","63","2","1"
"2851","60","1","1"
"2852","33","1","1"
"2853","80","1","1"
"2854","44","1","0"
"2855","77","1","0"
"2856","55","1","0"
"2857","24","1","1"
"2858","49","2","1"
"2859","37","1","0"
"2860","76","1","1"
"2861","72","1","0"
"2862","50","2","1"
"2863","72","2","1"
"2864","71","1","0"
"2865","58","1","1"
"2866","59","2","1"
"2867","39","1","0"
"2868","57","1","0"
"2869","28","1","0"
"2870","67","1","0"
"2871","53","2","1"
"2872","41","1","0"
"2873","28","1","0"
"2874","54","1","0"
"2875","49","2","1"
"2876","60","2","1"
"2877","74","1","1"
"2878","52","1","0"
"2879","76","1","0"
"2880","27","1","0"
"2881","63","1","0"
"2882","34","2","1"
"2883","79","2","1"
"2884","34","1","0"
"2885","33","1","0"
"2886","42","2","0"
"2887","30","1","0"
"2888","63","2","1"
"2889","28","2","1"
"2890","48","1","1"
"2891","74","2","1"
"2892","29","1","0"
"2893","22","1","0"
"2894","60","2","0"
"2895","34","1","0"
"2896","27","1","0"
"2897","74","2","1"
"2898","30","1","0"
"2899","27","2","0"
"2900","23","2","1"
"2901","73","2","1"
"2902","37","1","0"
"2903","62","1","1"
"2904","61","2","1"
"2905","41","1","1"
"2906","59","1","1"
"2907","33","1","0"
"2908","28","1","0"
"2909","77","1","1"
"2910","43","2","1"
"2911","80","2","1"
"2912","74","2","1"
"2913","51","2","1"
"2914","70","1","1"
"2915","57","1","1"
"2916","57","2","1"
"2917","32","2","1"
"2918","26","1","0"
"2919","74","2","1"
"2920","32","2","1"
"2921","38","2","1"
"2922","71","1","0"
"2923","45","2","0"
"2924","47","1","0"
"2925","22","1","0"
"2926","66","2","1"
"2927","67","2","1"
"2928","58","1","1"
"2929","67","2","1"
"2930","22","1","1"
"2931","65","2","1"
"2932","63","1","1"
"2933","37","2","0"
"2934","37","2","0"
"2935","52","2","1"
"2936","68","2","1"
"2937","45","1","0"
"2938","61","1","1"
"2939","28","1","0"
"2940","54","1","0"
"2941","49","2","1"
"2942","63","1","1"
"2943","26","2","0"
"2944","41","2","1"
"2945","44","1","0"
"2946","77","2","1"
"2947","54","1","0"
"2948","76","1","0"
"2949","23","2","1"
"2950","40","2","1"
"2951","53","1","0"
"2952","66","2","1"
"2953","31","2","1"
"2954","55","1","1"
"2955","40","1","0"
"2956","76","1","1"
"2957","59","1","0"
"2958","49","1","0"
"2959","44","2","1"
"2960","54","2","1"
"2961","58","1","1"
"2962","46","2","1"
"2963","38","2","0"
"2964","29","2","1"
"2965","68","1","0"
"2966","57","2","1"
"2967","57","2","1"
"2968","37","2","1"
"2969","52","1","1"
"2970","69","1","0"
"2971","51","1","0"
"2972","25","1","1"
"2973","68","2","1"
"2974","69","1","1"
"2975","62","2","1"
"2976","21","1","1"
"2977","77","1","1"
"2978","63","1","1"
"2979","64","2","1"
"2980","53","2","1"
"2981","48","1","0"
"2982","64","1","0"
"2983","34","1","0"
"2984","74","1","0"
"2985","72","1","0"
"2986","58","1","1"
"2987","51","1","0"
"2988","60","1","0"
"2989","66","1","1"
"2990","73","1","0"
"2991","27","1","0"
"2992","70","2","1"
"2993","72","1","1"
"2994","71","1","0"
"2995","59","1","0"
"2996","61","1","1"
"2997","46","2","1"
"2998","28","2","1"
"2999","41","2","1"
"3000","40","2","0"
"3001","54","2","1"
"3002","72","2","1"
"3003","58","2","1"
"3004","54","1","1"
"3005","73","2","1"
"3006","67","1","0"
"3007","34","2","1"
"3008","66","1","0"
"3009","31","2","1"
"3010","52","1","1"
"3011","29","2","1"
"3012","26","1","1"
"3013","22","2","1"
"3014","69","1","1"
"3015","25","1","1"
"3016","72","2","1"
"3017","28","2","1"
"3018","23","2","1"
"3019","67","1","0"
"3020","69","1","0"
"3021","64","1","0"
"3022","32","1","0"
"3023","64","1","0"
"3024","28","1","1"
"3025","46","1","1"
"3026","63","2","1"
"3027","40","1","0"
"3028","51","1","1"
"3029","52","2","1"
"3030","27","1","0"
"3031","77","1","1"
"3032","45","2","1"
"3033","33","1","0"
"3034","68","1","1"
"3035","45","1","0"
"3036","58","1","0"
"3037","75","1","1"
"3038","64","2","1"
"3039","70","1","0"
"3040","22","1","0"
"3041","57","1","0"
"3042","77","1","0"
"3043","77","2","1"
"3044","75","2","1"
"3045","62","2","1"
"3046","64","1","1"
"3047","54","2","1"
"3048","59","2","1"
"3049","50","2","1"
"3050","55","1","1"
"3051","42","2","1"
"3052","25","1","1"
"3053","37","2","1"
"3054","30","2","0"
"3055","76","2","1"
"3056","33","2","0"
"3057","32","1","0"
"3058","44","1","0"
"3059","41","2","1"
"3060","54","2","1"
"3061","68","2","1"
"3062","36","1","0"
"3063","73","1","0"
"3064","60","1","0"
"3065","58","1","1"
"3066","31","1","1"
"3067","79","1","0"
"3068","44","2","1"
"3069","22","2","1"
"3070","74","2","1"
"3071","46","1","0"
"3072","48","2","1"
"3073","78","2","1"
"3074","51","2","1"
"3075","57","1","0"
"3076","51","2","1"
"3077","65","2","1"
"3078","34","2","0"
"3079","73","2","1"
"3080","64","2","1"
"3081","78","2","1"
"3082","59","2","1"
"3083","42","2","0"
"3084","71","1","1"
"3085","30","2","1"
"3086","36","1","0"
"3087","69","1","1"
"3088","40","1","0"
"3089","28","2","1"
"3090","61","2","1"
"3091","22","2","0"
"3092","23","1","0"
"3093","27","1","0"
"3094","47","2","0"
"3095","73","1","1"
"3096","26","2","0"
"3097","67","2","1"
"3098","58","1","1"
"3099","70","2","1"
"3100","38","1","1"
"3101","74","1","1"
"3102","59","1","1"
"3103","52","2","1"
"3104","63","1","1"
"3105","78","2","1"
"3106","60","2","1"
"3107","47","1","0"
"3108","36","1","1"
"3109","74","2","0"
"3110","66","1","1"
"3111","25","1","0"
"3112","27","2","1"
"3113","37","1","1"
"3114","23","1","1"
"3115","43","2","0"
"3116","65","2","1"
"3117","57","2","1"
"3118","68","2","1"
"3119","33","2","1"
"3120","57","2","1"
"3121","47","2","0"
"3122","45","2","1"
"3123","61","2","1"
"3124","31","1","0"
"3125","70","2","1"
"3126","59","2","1"
"3127","64","1","1"
"3128","62","2","1"
"3129","39","2","1"
"3130","46","2","1"
"3131","33","2","0"
"3132","64","1","0"
"3133","23","1","1"
"3134","22","2","1"
"3135","21","2","0"
"3136","76","2","1"
"3137","60","1","0"
"3138","51","2","1"
"3139","55","2","1"
"3140","41","2","1"
"3141","77","2","1"
"3142","63","2","1"
"3143","64","2","1"
"3144","51","2","0"
"3145","41","2","1"
"3146","33","1","0"
"3147","22","2","0"
"3148","48","1","0"
"3149","36","1","0"
"3150","75","1","1"
"3151","67","2","1"
"3152","31","1","0"
"3153","51","1","0"
"3154","22","2","0"
"3155","54","2","1"
"3156","64","2","1"
"3157","77","2","1"
"3158","56","2","1"
"3159","28","2","1"
"3160","68","1","1"
"3161","59","2","1"
"3162","71","2","1"
"3163","38","2","1"
"3164","74","2","1"
"3165","58","2","1"
"3166","49","1","0"
"3167","48","2","0"
"3168","74","2","1"
"3169","26","1","0"
"3170","63","1","0"
"3171","40","1","0"
"3172","51","1","0"
"3173","54","1","1"
"3174","38","2","1"
"3175","67","2","1"
"3176","22","1","0"
"3177","64","1","0"
"3178","55","1","1"
"3179","65","1","1"
"3180","79","1","0"
"3181","63","1","1"
"3182","54","1","1"
"3183","60","2","1"
"3184","57","1","1"
"3185","25","1","0"
"3186","52","1","1"
"3187","45","2","0"
"3188","46","1","1"
"3189","78","1","0"
"3190","52","1","0"
"3191","64","2","1"
"3192","23","2","0"
"3193","23","1","0"
"3194","22","1","0"
"3195","22","1","0"
"3196","24","1","1"
"3197","33","1","1"
"3198","71","2","1"
"3199","57","1","1"
"3200","50","1","0"
"3201","60","2","1"
"3202","68","2","1"
"3203","24","2","1"
"3204","69","1","0"
"3205","77","2","1"
"3206","36","1","1"
"3207","49","2","1"
"3208","55","1","1"
"3209","49","1","0"
"3210","60","1","0"
"3211","74","1","0"
"3212","48","2","0"
"3213","57","1","1"
"3214","62","2","1"
"3215","58","1","1"
"3216","24","1","1"
"3217","43","1","1"
"3218","62","1","1"
"3219","43","2","1"
"3220","67","2","1"
"3221","65","1","1"
"3222","47","2","0"
"3223","76","2","1"
"3224","41","1","0"
"3225","74","2","0"
"3226","48","1","0"
"3227","55","2","1"
"3228","52","1","0"
"3229","76","1","1"
"3230","25","1","0"
"3231","54","2","1"
"3232","56","2","1"
"3233","36","1","0"
"3234","51","1","0"
"3235","66","2","1"
"3236","40","2","0"
"3237","38","1","0"
"3238","49","2","0"
"3239","50","2","0"
"3240","25","2","0"
"3241","69","1","0"
"3242","76","1","0"
"3243","31","2","1"
"3244","25","1","0"
"3245","69","1","1"
"3246","73","2","1"
"3247","80","2","1"
"3248","38","1","0"
"3249","51","1","0"
"3250","58","2","1"
"3251","57","1","1"
"3252","32","2","1"
"3253","25","2","0"
"3254","68","2","1"
"3255","68","2","1"
"3256","54","1","0"
"3257","46","1","0"
"3258","46","1","0"
"3259","72","1","0"
"3260","24","1","0"
"3261","61","1","1"
"3262","34","2","1"
"3263","27","2","1"
"3264","68","1","1"
"3265","62","1","0"
"3266","26","1","1"
"3267","42","2","0"
"3268","51","1","0"
"3269","51","1","1"
"3270","22","2","0"
"3271","55","1","0"
"3272","67","2","1"
"3273","34","2","0"
"3274","64","1","0"
"3275","80","2","1"
"3276","69","1","1"
"3277","23","1","1"
"3278","65","2","1"
"3279","59","1","0"
"3280","21","1","0"
"3281","26","1","1"
"3282","43","1","0"
"3283","58","1","0"
"3284","21","2","1"
"3285","30","1","0"
"3286","65","2","1"
"3287","37","2","1"
"3288","30","2","1"
"3289","74","2","1"
"3290","25","2","0"
"3291","60","1","1"
"3292","28","1","0"
"3293","55","1","1"
"3294","51","2","1"
"3295","70","2","1"
"3296","56","1","1"
"3297","50","1","0"
"3298","62","1","1"
"3299","78","2","1"
"3300","66","2","1"
"3301","73","2","0"
"3302","29","1","0"
"3303","25","2","0"
"3304","74","1","1"
"3305","40","2","1"
"3306","72","2","1"
"3307","44","2","0"
"3308","41","2","0"
"3309","51","1","1"
"3310","55","1","1"
"3311","39","2","0"
"3312","69","1","0"
"3313","29","2","1"
"3314","35","2","0"
"3315","67","1","0"
"3316","31","2","1"
"3317","50","1","0"
"3318","79","2","1"
"3319","46","2","1"
"3320","33","2","1"
"3321","62","1","0"
"3322","73","2","1"
"3323","41","1","1"
"3324","22","1","0"
"3325","26","2","0"
"3326","44","2","0"
"3327","61","2","1"
"3328","34","1","1"
"3329","25","1","0"
"3330","61","2","1"
"3331","34","1","0"
"3332","25","1","0"
"3333","58","1","1"
"3334","79","2","1"
"3335","22","1","0"
"3336","31","1","0"
"3337","67","1","0"
"3338","43","1","0"
"3339","51","2","1"
"3340","47","1","1"
"3341","61","1","0"
"3342","25","1","1"
"3343","40","1","1"
"3344","43","2","1"
"3345","73","1","1"
"3346","40","1","0"
"3347","78","1","0"
"3348","71","2","1"
"3349","41","1","0"
"3350","30","1","0"
"3351","65","1","0"
"3352","39","2","1"
"3353","38","1","0"
"3354","50","1","0"
"3355","55","2","1"
"3356","47","2","1"
"3357","47","1","1"
"3358","72","2","1"
"3359","22","1","0"
"3360","50","2","0"
"3361","45","1","0"
"3362","54","1","1"
"3363","53","1","1"
"3364","26","1","0"
"3365","66","1","1"
"3366","57","1","1"
"3367","62","2","1"
"3368","62","1","0"
"3369","41","2","1"
"3370","61","2","1"
"3371","39","1","0"
"3372","52","1","0"
"3373","64","1","1"
"3374","24","2","1"
"3375","26","1","0"
"3376","36","2","1"
"3377","22","1","0"
"3378","42","2","0"
"3379","61","2","1"
"3380","42","1","1"
"3381","64","1","1"
"3382","54","1","1"
"3383","59","2","1"
"3384","51","1","0"
"3385","59","1","1"
"3386","63","2","1"
"3387","56","2","1"
"3388","72","2","1"
"3389","53","2","1"
"3390","25","1","0"
"3391","67","2","1"
"3392","59","1","0"
"3393","73","2","1"
"3394","52","1","1"
"3395","76","2","0"
"3396","27","2","1"
"3397","63","2","1"
"3398","38","1","0"
"3399","36","2","1"
"3400","48","2","0"
"3401","50","1","0"
"3402","28","1","0"
"3403","28","1","0"
"3404","32","1","1"
"3405","59","2","1"
"3406","57","1","0"
"3407","28","2","0"
"3408","65","2","1"
"3409","46","1","1"
"3410","71","1","1"
"3411","76","1","1"
"3412","32","1","1"
"3413","26","2","1"
"3414","75","1","0"
"3415","37","1","0"
"3416","60","2","1"
"3417","47","2","1"
"3418","36","2","1"
"3419","78","2","1"
"3420","23","2","1"
"3421","36","2","0"
"3422","31","2","0"
"3423","26","2","1"
"3424","78","1","1"
"3425","52","1","1"
"3426","64","2","1"
"3427","25","1","0"
"3428","29","2","0"
"3429","50","1","0"
"3430","23","1","0"
"3431","63","2","1"
"3432","48","2","1"
"3433","30","1","1"
"3434","43","2","0"
"3435","44","1","0"
"3436","69","1","0"
"3437","77","2","1"
"3438","38","2","1"
"3439","57","2","1"
"3440","32","2","0"
"3441","25","1","0"
"3442","68","1","1"
"3443","66","2","1"
"3444","45","2","1"
"3445","66","1","1"
"3446","55","1","1"
"3447","58","1","0"
"3448","44","2","1"
"3449","26","2","1"
"3450","34","2","1"
"3451","74","2","1"
"3452","67","2","1"
"3453","34","2","1"
"3454","65","1","1"
"3455","26","2","1"
"3456","33","2","0"
"3457","65","1","0"
"3458","30","2","0"
"3459","52","1","1"
"3460","29","1","0"
"3461","27","2","0"
"3462","28","1","1"
"3463","38","2","1"
"3464","26","2","1"
"3465","54","1","1"
"3466","51","2","0"
"3467","74","2","1"
"3468","76","1","0"
"3469","80","1","0"
"3470","31","2","0"
"3471","71","1","0"
"3472","65","2","1"
"3473","32","2","0"
"3474","60","2","1"
"3475","68","1","1"
"3476","80","2","1"
"3477","56","2","1"
"3478","76","2","1"
"3479","76","2","1"
"3480","73","2","1"
"3481","56","2","1"
"3482","38","1","1"
"3483","61","1","0"
"3484","52","1","1"
"3485","56","1","1"
"3486","44","2","0"
"3487","30","1","0"
"3488","55","2","1"
"3489","49","2","1"
"3490","58","2","1"
"3491","61","1","1"
"3492","54","2","1"
"3493","64","1","0"
"3494","78","2","1"
"3495","60","2","1"
"3496","44","1","0"
"3497","80","1","1"
"3498","68","1","0"
"3499","78","1","1"
"3500","47","1","0"
"3501","39","1","0"
"3502","32","2","0"
"3503","23","1","0"
"3504","56","1","1"
"3505","73","2","1"
"3506","57","2","1"
"3507","45","1","1"
"3508","33","1","0"
"3509","69","2","1"
"3510","47","2","1"
"3511","68","1","1"
"3512","60","1","0"
"3513","73","1","1"
"3514","46","1","0"
"3515","49","2","1"
"3516","29","2","0"
"3517","36","1","0"
"3518","72","2","1"
"3519","53","1","0"
"3520","29","2","0"
"3521","23","1","1"
"3522","64","2","1"
"3523","57","2","1"
"3524","69","1","1"
"3525","37","1","1"
"3526","74","1","0"
"3527","62","2","1"
"3528","68","1","0"
"3529","74","1","0"
"3530","28","2","1"
"3531","71","2","1"
"3532","73","1","0"
"3533","74","2","1"
"3534","71","1","0"
"3535","54","1","1"
"3536","34","1","1"
"3537","47","2","0"
"3538","54","1","1"
"3539","49","1","0"
"3540","63","1","1"
"3541","29","1","0"
"3542","52","1","0"
"3543","35","1","1"
"3544","58","1","1"
"3545","46","1","0"
"3546","33","2","1"
"3547","64","1","1"
"3548","24","2","0"
"3549","27","2","0"
"3550","41","1","0"
"3551","44","2","0"
"3552","76","2","1"
"3553","51","1","0"
"3554","66","1","1"
"3555","36","1","0"
"3556","78","1","1"
"3557","26","1","0"
"3558","52","2","1"
"3559","42","1","0"
"3560","33","2","0"
"3561","76","2","1"
"3562","25","1","0"
"3563","51","1","1"
"3564","43","2","1"
"3565","40","2","0"
"3566","50","2","1"
"3567","51","2","1"
"3568","25","2","0"
"3569","71","2","1"
"3570","79","1","1"
"3571","43","1","0"
"3572","75","2","1"
"3573","50","2","1"
"3574","62","1","0"
"3575","78","2","1"
"3576","67","2","1"
"3577","79","2","1"
"3578","54","2","1"
"3579","73","1","0"
"3580","63","1","0"
"3581","77","2","1"
"3582","56","2","0"
"3583","29","1","0"
"3584","74","1","1"
"3585","23","1","0"
"3586","52","1","1"
"3587","53","2","1"
"3588","28","1","0"
"3589","79","1","0"
"3590","54","2","1"
"3591","70","2","1"
"3592","48","2","1"
"3593","69","2","1"
"3594","61","1","1"
"3595","79","2","1"
"3596","72","2","1"
"3597","43","2","0"
"3598","38","1","0"
"3599","38","1","0"
"3600","57","2","1"
"3601","31","1","0"
"3602","22","1","1"
"3603","56","2","1"
"3604","74","1","1"
"3605","65","1","1"
"3606","23","1","0"
"3607","77","1","1"
"3608","58","2","1"
"3609","40","1","1"
"3610","61","1","1"
"3611","47","2","0"
"3612","30","2","1"
"3613","48","2","0"
"3614","71","1","0"
"3615","71","1","0"
"3616","64","2","1"
"3617","25","2","0"
"3618","31","1","0"
"3619","59","1","1"
"3620","61","2","1"
"3621","49","1","0"
"3622","43","1","1"
"3623","44","1","1"
"3624","71","1","1"
"3625","26","2","1"
"3626","72","2","1"
"3627","27","1","0"
"3628","73","1","1"
"3629","27","1","1"
"3630","72","2","1"
"3631","22","1","1"
"3632","51","2","1"
"3633","48","2","0"
"3634","68","1","0"
"3635","57","1","1"
"3636","61","2","1"
"3637","53","1","0"
"3638","60","1","0"
"3639","62","2","1"
"3640","49","1","0"
"3641","37","1","0"
"3642","78","1","0"
"3643","80","1","1"
"3644","26","2","0"
"3645","47","2","0"
"3646","75","1","0"
"3647","38","1","1"
"3648","61","2","1"
"3649","53","2","1"
"3650","60","2","1"
"3651","62","2","1"
"3652","48","1","0"
"3653","35","2","1"
"3654","70","1","0"
"3655","44","1","0"
"3656","50","2","0"
"3657","36","2","0"
"3658","70","2","1"
"3659","42","1","1"
"3660","41","2","1"
"3661","55","2","1"
"3662","73","1","1"
"3663","61","2","1"
"3664","65","1","1"
"3665","61","2","1"
"3666","31","2","0"
"3667","69","2","1"
"3668","53","2","1"
"3669","38","1","0"
"3670","70","2","0"
"3671","38","1","0"
"3672","76","2","1"
"3673","67","1","0"
"3674","29","1","0"
"3675","41","1","0"
"3676","35","1","1"
"3677","34","1","0"
"3678","45","1","0"
"3679","41","2","0"
"3680","51","2","1"
"3681","53","2","1"
"3682","30","1","0"
"3683","29","2","1"
"3684","36","2","0"
"3685","70","2","1"
"3686","42","2","0"
"3687","42","1","0"
"3688","61","1","0"
"3689","41","2","0"
"3690","59","1","0"
"3691","32","2","0"
"3692","22","1","0"
"3693","53","2","1"
"3694","60","1","0"
"3695","59","1","0"
"3696","37","1","1"
"3697","45","2","0"
"3698","34","2","1"
"3699","73","1","1"
"3700","63","2","1"
"3701","78","1","1"
"3702","63","1","0"
"3703","57","2","1"
"3704","76","2","1"
"3705","68","2","1"
"3706","34","2","1"
"3707","62","2","1"
"3708","71","1","0"
"3709","28","1","1"
"3710","23","2","0"
"3711","71","2","1"
"3712","29","1","0"
"3713","29","2","0"
"3714","38","1","0"
"3715","80","2","1"
"3716","29","1","0"
"3717","62","2","1"
"3718","26","2","1"
"3719","39","1","0"
"3720","39","1","0"
"3721","57","1","1"
"3722","27","1","0"
"3723","62","2","1"
"3724","31","1","0"
"3725","65","2","1"
"3726","35","1","0"
"3727","78","2","1"
"3728","26","2","0"
"3729","53","2","1"
"3730","49","2","1"
"3731","62","1","1"
"3732","26","2","0"
"3733","42","2","1"
"3734","53","1","0"
"3735","59","2","1"
"3736","53","2","1"
"3737","69","1","1"
"3738","49","1","1"
"3739","72","1","1"
"3740","77","2","1"
"3741","30","2","1"
"3742","74","1","0"
"3743","24","1","0"
"3744","54","1","0"
"3745","57","2","0"
"3746","46","1","1"
"3747","36","1","0"
"3748","80","2","1"
"3749","33","1","0"
"3750","25","1","0"
"3751","63","1","1"
"3752","42","1","0"
"3753","57","2","1"
"3754","22","2","1"
"3755","37","2","1"
"3756","40","1","0"
"3757","66","2","1"
"3758","73","1","1"
"3759","27","2","1"
"3760","72","1","1"
"3761","24","2","0"
"3762","57","1","1"
"3763","74","1","1"
"3764","59","1","1"
"3765","53","2","1"
"3766","65","2","1"
"3767","29","2","0"
"3768","45","1","0"
"3769","61","2","1"
"3770","28","1","0"
"3771","53","2","1"
"3772","45","1","0"
"3773","44","1","1"
"3774","62","1","0"
"3775","41","2","1"
"3776","56","2","1"
"3777","79","2","1"
"3778","27","2","0"
"3779","53","2","0"
"3780","48","1","0"
"3781","59","2","1"
"3782","73","1","1"
"3783","46","1","1"
"3784","52","1","1"
"3785","41","2","0"
"3786","27","1","1"
"3787","51","1","0"
"3788","33","1","0"
"3789","50","2","1"
"3790","72","2","1"
"3791","72","1","1"
"3792","64","1","0"
"3793","23","2","1"
"3794","79","1","1"
"3795","71","1","0"
"3796","38","2","1"
"3797","74","1","1"
"3798","59","2","1"
"3799","51","2","1"
"3800","55","2","1"
"3801","42","2","1"
"3802","26","1","0"
"3803","43","2","0"
"3804","57","1","0"
"3805","75","2","1"
"3806","63","1","1"
"3807","72","2","1"
"3808","31","1","1"
"3809","38","2","1"
"3810","75","1","0"
"3811","61","2","1"
"3812","62","2","1"
"3813","45","1","0"
"3814","76","2","1"
"3815","47","2","0"
"3816","45","1","0"
"3817","62","1","1"
"3818","37","1","0"
"3819","38","2","1"
"3820","57","1","0"
"3821","33","2","1"
"3822","30","2","0"
"3823","32","2","1"
"3824","49","1","0"
"3825","71","2","0"
"3826","65","1","1"
"3827","35","1","0"
"3828","76","1","1"
"3829","75","1","1"
"3830","68","2","1"
"3831","37","1","1"
"3832","75","1","1"
"3833","68","2","1"
"3834","36","1","0"
"3835","71","2","1"
"3836","48","1","0"
"3837","65","1","0"
"3838","45","1","0"
"3839","66","2","0"
"3840","57","1","1"
"3841","65","1","0"
"3842","75","1","0"
"3843","40","2","0"
"3844","74","2","1"
"3845","50","2","0"
"3846","68","1","0"
"3847","52","2","1"
"3848","34","1","0"
"3849","53","1","1"
"3850","21","2","0"
"3851","46","1","0"
"3852","27","1","0"
"3853","34","1","0"
"3854","67","1","0"
"3855","36","1","0"
"3856","74","2","1"
